FILE_NAME=Trajectory_StowToL4.csv,T=0.28,dt=0.001,h0=0.0,hf=0.7,theta0_deg=-93.0,thetaf_deg=-235.0,dh0=0.0,dhf=0.0,dtheta0=0.0,dthetaf=0.0,h_min_for_arm=0.2,penalty_strength=1000000.0
time,height,angle_deg,dh,dtheta_rad_s
1.449999999999999900e-01,5.252474341248141165e-01,-1.539005385235086578e+02,2.638545105035626115e+00,-1.486284683901872583e+01
1.459999999999999909e-01,5.278859792298498110e-01,-1.547521169189337513e+02,2.617471725195645860e+00,-1.488501992907073124e+01
1.469999999999999918e-01,5.305034509550454747e-01,-1.556049657388376204e+02,2.596421250281164550e+00,-1.490521906535950336e+01
1.479999999999999927e-01,5.330998722053266192e-01,-1.564589718840006753e+02,2.575393678187135382e+00,-1.492344424990495710e+01
1.489999999999999936e-01,5.356752658835137737e-01,-1.573140222553189744e+02,2.554389006810801277e+00,-1.493969548452960971e+01
1.499999999999999944e-01,5.382296548903244826e-01,-1.581700037537931962e+02,2.533407234051694434e+00,-1.495397277085858789e+01
1.509999999999999953e-01,5.407630621243761926e-01,-1.590268032805169298e+02,2.512448357811637667e+00,-1.496627611031961536e+01
1.519999999999999962e-01,5.432755104821878067e-01,-1.598843077366657326e+02,2.491512375994743067e+00,-1.497660550414302882e+01
1.529999999999999971e-01,5.457670228581825711e-01,-1.607424040234855056e+02,2.470599286507413783e+00,-1.498496095336176737e+01
1.539999999999999980e-01,5.482376221446899622e-01,-1.616009790422814660e+02,2.449709087258339135e+00,-1.499134245881137772e+01
1.549999999999999989e-01,5.506873312319482405e-01,-1.624599196944066080e+02,2.428841776158500387e+00,-1.499575002113000544e+01
1.559999999999999998e-01,5.531161730081067818e-01,-1.633191128812505895e+02,2.407997351121166307e+00,-1.499818364075841082e+01
1.570000000000000007e-01,5.555241703592278535e-01,-1.641784455042281934e+02,2.387175810061894055e+00,-1.499864331793995476e+01
1.580000000000000016e-01,5.579113461692898346e-01,-1.650378044647682430e+02,2.366377150898529180e+00,-1.499712905272060581e+01
1.590000000000000024e-01,5.602777233201883256e-01,-1.658970766643021477e+02,2.345601371551206515e+00,-1.499364084494893490e+01
1.600000000000000033e-01,5.626233246917394792e-01,-1.667561490042526771e+02,2.324848469942347506e+00,-1.498817869427612592e+01
1.610000000000000042e-01,5.649481731616818880e-01,-1.676149083860225915e+02,2.304118443996662435e+00,-1.498074260015595804e+01
1.620000000000000051e-01,5.672522916056785824e-01,-1.684732417109833875e+02,2.283411291641149088e+00,-1.497133256184482697e+01
1.630000000000000060e-01,5.695357028973196956e-01,-1.693310358804639009e+02,2.262727010805091421e+00,-1.495994857840172543e+01
1.640000000000000069e-01,5.717984299081247945e-01,-1.701881777957390227e+02,2.242065599420061339e+00,-1.494659064868825737e+01
1.650000000000000078e-01,5.740404955075449900e-01,-1.710445543580185586e+02,2.221427055419918251e+00,-1.493125877136862911e+01
1.660000000000000087e-01,5.762619225629648234e-01,-1.719000524684356890e+02,2.200811376740807290e+00,-1.491395294490965107e+01
