FILE_NAME=Trajectory_L4ToStow.csv,T=0.28,dt=0.001,h0=0.7,hf=0.0,theta0_deg=-235.0,thetaf_deg=-93.0,dh0=0.0,dhf=0.0,dtheta0=0.0,dthetaf=0.0,h_min_for_arm=0.22,penalty_strength=10000000.0
time,height,angle_deg,dh,dtheta_rad_s
2.200000000000000011e-01,2.533094964067667543e-01,-9.564011206441301738e+01,-5.030518230385784051e+00,4.353129774546942166e+00
2.210000000000000020e-01,2.482789781763809767e-01,-9.539069610065874372e+01,-5.066364907328300582e+00,4.129365348798756052e+00
2.220000000000000029e-01,2.432126132690526632e-01,-9.515410089410499950e+01,-5.102329274173534657e+00,3.903396075347990379e+00
2.230000000000000038e-01,2.381102839948791572e-01,-9.493045277321962772e+01,-5.138411334517922313e+00,3.675221931597718150e+00
2.240000000000000047e-01,2.329718726603612067e-01,-9.471987806776516550e+01,-5.174611091969671506e+00,3.444842894730524741e+00
2.250000000000000056e-01,2.277972615683915292e-01,-9.452250310881146333e+01,-5.210928550148757665e+00,3.212258941708506566e+00
2.260000000000000064e-01,2.225863330182427935e-01,-9.433845422874840381e+01,-5.247363712686925474e+00,2.977470049273267527e+00
2.270000000000000073e-01,2.173389693055558514e-01,-9.416785776129843555e+01,-5.283916583227691532e+00,2.740476193945919903e+00
2.280000000000000082e-01,2.120550527223281634e-01,-9.401084004152927776e+01,-5.320387316439157743e+00,2.501471407458147667e+00
2.290000000000000091e-01,2.067346654058890010e-01,-9.386751628730925745e+01,-5.356278772078796990e+00,2.261840593944097755e+00
2.300000000000000100e-01,2.013783866338102191e-01,-9.373792236734490757e+01,-5.390912309449153561e+00,2.023984886554423213e+00
2.310000000000000109e-01,1.959874743243610606e-01,-9.362195657554705974e+01,-5.423525094862124973e+00,1.790942581679505263e+00
2.320000000000000118e-01,1.905639492294989579e-01,-9.351934312426655538e+01,-5.453346935741623547e+00,1.566021795067676248e+00
2.330000000000000127e-01,1.851106022937573370e-01,-9.342961668478368154e+01,-5.479655938218779276e+00,1.352465187059579854e+00
2.340000000000000135e-01,1.796309463555385566e-01,-9.335212613762679723e+01,-5.501813921290938936e+00,1.153166607619299455e+00
2.350000000000000144e-01,1.741291324342476021e-01,-9.328605455793480417e+01,-5.519284062233569266e+00,9.704555834695965943e-01
2.360000000000000153e-01,1.686098483720140373e-01,-9.323045154879709173e+01,-5.531634358284176045e+00,8.059591057893472632e-01
2.370000000000000162e-01,1.630782140137298775e-01,-9.318427349357521905e+01,-5.538530995628640596e+00,6.605424064070247736e-01
2.380000000000000171e-01,1.575396830181012287e-01,-9.314642720149868182e+01,-5.539725615942818315e+00,5.343226790451829356e-01
2.390000000000000180e-01,1.519999574021584088e-01,-9.311581276709128474e+01,-5.535039894688135398e+00,4.267432281202199196e-01
2.399999999999999911e-01,1.464649175074702603e-01,-9.309136218118420913e+01,-5.524349996666178875e+00,3.366911908212950055e-01
2.409999999999999920e-01,1.409405675108040823e-01,-9.307207119695091535e+01,-5.507572560733995815e+00,2.626401941427450870e-01
2.419999999999999929e-01,1.354329949500700792e-01,-9.305702302229603617e+01,-5.484653050118840412e+00,2.028000096721716272e-01
2.429999999999999938e-01,1.299483418999512474e-01,-9.304540343765661703e+01,-5.455556681942914210e+00,1.552579864140347377e-01
2.439999999999999947e-01,1.244927852180083422e-01,-9.303650781029938344e+01,-5.420261746306263007e+00,1.181010556839423437e-01
2.449999999999999956e-01,1.190725234717020797e-01,-9.302974111825264458e+01,-5.378754918467402391e+00,8.951161517746737684e-02
2.459999999999999964e-01,1.136937685532346809e-01,-9.302461248048558673e+01,-5.331028107633923874e+00,6.783489433525177748e-02
2.469999999999999973e-01,1.083627404456007498e-01,-9.302072582733646300e+01,-5.277076417274422226e+00,5.161895111593008817e-02
2.479999999999999982e-01,1.030856640283263348e-01,-9.301776827929461433e+01,-5.216896867400956594e+00,3.963095917773547944e-02
2.489999999999999991e-01,9.786876716092537953e-02,-9.301549759259567907e+01,-5.150487615723900348e+00,3.085485129620507000e-02
2.500000000000000000e-01,9.271827954520148185e-02,-9.301372973983892223e+01,-5.077847492886307101e+00,2.447580721596598688e-02
2.510000000000000009e-01,8.764043205231517031e-02,-9.301232737938525474e+01,-4.998975729123750433e+00,1.985674146789979944e-02
2.520000000000000018e-01,8.264145632319142010e-02,-9.301118967190427611e+01,-4.913871794668271953e+00,1.651113057049652388e-02
2.530000000000000027e-01,7.772758452852315814e-02,-9.301024365380760628e+01,-4.822535306546142486e+00,1.407547670192460521e-02
2.540000000000000036e-01,7.290504922197700577e-02,-9.300943718839795338e+01,-4.724965973754963855e+00,1.228364280184648764e-02
2.550000000000000044e-01,6.818008324822204258e-02,-9.300873338750835728e+01,-4.621163564589348738e+00,1.094435201535610275e-02
2.560000000000000053e-01,6.355891968363269751e-02,-9.300810632232837349e+01,-4.511127886820920807e+00,9.922396803904954751e-03
2.570000000000000062e-01,5.904779179681177853e-02,-9.300753781086886818e+01,-4.394858775423675645e+00,9.123570646618279004e-03
2.580000000000000071e-01,5.465293302138810733e-02,-9.300701506877672387e+01,-4.272356084794822095e+00,8.483001695764472508e-03
2.590000000000000080e-01,5.038057693659328540e-02,-9.300652902858195148e+01,-4.143619683698161360e+00,7.956396144244183566e-03
2.600000000000000089e-01,4.623695725289511671e-02,-9.300607316066275132e+01,-4.008649451883769643e+00,7.513645487923746764e-03
2.610000000000000098e-01,4.222830780101134718e-02,-9.300564266048753836e+01,-3.867445277756925037e+00,7.134274634071271527e-03
2.620000000000000107e-01,3.836086252325442841e-02,-9.300523389666112450e+01,-3.720007056715198157e+00,6.804272582722095501e-03
2.630000000000000115e-01,3.464085546653922904e-02,-9.300484404055947607e+01,-3.566334689919250511e+00,6.513929002248130401e-03
2.640000000000000124e-01,3.107452077661997450e-02,-9.300447081991958953e+01,-3.406428083351604741e+00,6.256381972422455154e-03
2.650000000000000133e-01,2.766809269326837156e-02,-9.300411235563754531e+01,-3.240287147071793328e+00,6.026655129852090571e-03
2.660000000000000142e-01,2.442780554619657790e-02,-9.300376705373402331e+01,-3.067911794609673670e+00,5.821022153964488209e-03
2.670000000000000151e-01,2.135989375158690515e-02,-9.300343353373213517e+01,-2.889301942459442607e+00,5.636581804222905168e-03
2.680000000000000160e-01,1.847059180912746096e-02,-9.300311058138389342e+01,-2.704457509650060487e+00,5.470957729139044531e-03
2.690000000000000169e-01,1.576613429947740230e-02,-9.300279711859610643e+01,-2.513378417376552765e+00,5.322053934536781494e-03
2.700000000000000178e-01,1.325275588210084871e-02,-9.300249218736732360e+01,-2.316064588683283354e+00,5.187797064378386371e-03
2.710000000000000187e-01,1.093669129341756467e-02,-9.300219494849056900e+01,-2.112515948196490800e+00,5.065773992888893476e-03
2.720000000000000195e-01,8.824175345221074024e-03,-9.300190470102080553e+01,-1.902732421911346394e+00,4.952612287497278054e-03
2.730000000000000204e-01,6.921442923309727158e-03,-9.300162093723915291e+01,-1.686713937051513179e+00,4.842819225313952335e-03
2.740000000000000213e-01,5.234728986258213243e-03,-9.300134346413661035e+01,-1.464460422042045851e+00,4.726525626184296773e-03
2.750000000000000222e-01,3.770268564216167941e-03,-9.300107265416646385e+01,-1.235971806678935581e+00,4.585040289457658659e-03
2.760000000000000231e-01,2.534296757537232280e-03,-9.300080995070898382e+01,-1.001248022656221481e+00,4.382043965875071292e-03
2.770000000000000240e-01,1.533048734881011042e-03,-9.300055887808409238e+01,-7.602890047430884701e-01,4.046114405471415085e-03
2.780000000000000249e-01,7.727597301379224857e-04,-9.300032705280524681e+01,-5.130946930783186755e-01,3.436046357638272621e-03
2.790000000000000258e-01,2.596650370596038817e-04,-9.300013018185073577e+01,-2.596650370596038648e-01,2.272101921677617802e-03
2.800000000000000266e-01,0.000000000000000000e+00,-9.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
